As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tanami,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,14
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,21
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,108
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,5
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Daly,2
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Thamarrurr,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,2
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,West Arnhem,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,26
3/01/2024,2012,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,1
3/01/2024,2012,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Katherine,,1
3/01/2024,2012,1,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Alice Springs,,211
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Darwin,,297
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Katherine,,30
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,9
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,3
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,11
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,2
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,8
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,13
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,1
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,9
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,5
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,6
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Koolpinyah,1
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,4
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,4
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,7
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,14
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,5
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,3
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,2
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,2
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,24
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Palmerston,,75
3/01/2024,2012,1,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,20
3/01/2024,2012,1,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,1
3/01/2024,2012,1,Robbery - extortion and related offences,Robbery,-,-,Darwin,,2
3/01/2024,2012,1,Robbery - extortion and related offences,Robbery,-,-,Katherine,,2
3/01/2024,2012,1,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,7
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,Darwin,,5
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,Katherine,,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Alligator,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,2
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tanami,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Victoria River,2
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Weddell,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,1
3/01/2024,2012,1,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,2
3/01/2024,2012,1,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Victoria River,2
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,132
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,312
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,41
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,14
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,10
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,8
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,1
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,3
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,6
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,6
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,3
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,3
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,4
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,10
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,10
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,4
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,1
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,5
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,3
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,21
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,71
3/01/2024,2012,1,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,21
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Alice Springs,,2
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Thamarrurr,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,2
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,2
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Katherine,,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Victoria River,2
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,5
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,4
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,East Arnhem,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Elsey,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Thamarrurr,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,2,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,Alice Springs,,40
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,Darwin,,38
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,Katherine,,5
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Alligator,5
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Anindilyakwa,4
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Daly,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,Virginia,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,Palmerston,,13
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,16
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,Darwin,,16
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,Katherine,,5
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,6
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Barkly,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,14
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,7
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,15
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,7
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,8
3/01/2024,2012,2,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,4
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,37
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Darwin,,36
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Katherine,,11
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Alligator,4
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Barkly,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Elsey,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Humpty Doo,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Weddell,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,8
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,6
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,64
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,36
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,25
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Alligator,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,10
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,4
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Howard Springs,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,4
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,1
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,9
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Weddell,3
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,2
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,6
3/01/2024,2012,2,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,12
